"Пружина  OBK C4T-27542 (1010) задняя Celica/CarinaED ST180/200";2;1 810,00;"C4T-27542";"4823105010, 482312D610, 4823105030, 482312D660, 482312D310
Toyota Carina ED, ST180, ST200, ST201
Toyota Celica, AT180, AT200, ST184, ST202, ST203, ST204
Toyota Corona Exiv, ST180, ST200, ST201
Toyota Curren, ST206, ST207, ST208
Toyota Celica, ST202C
Toyota Chaser, JZX100
Toyota Cresta, JZX100
Toyota Mark II, JZX100";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-38122H (856) задняя SV4#/SXV2#/ACV3#/ACV4#";2;2 510,00;"C4T-38122H";"482313H210, 482313H111, 482313H120, 482313H220, 481313H210
Toyota Camry, CV43, SV43
Toyota Vista, CV43, SV43
Toyota Camry, ACV40, ACV45, AHV40, ASV40, CV40, GSV40, SV40, SV41, SV42
Toyota Vista, CV40, SV40, SV41, SV42
Toyota Crown Majesta, JZS141, JZS143
Toyota Crown, JZS141, JZS143";"OBK";"C4H-41012H.jpg"
"Пружина  OBK C4H-48041 (655) передняя RF1/2";2;3 380,00;"C4H-48041";"51401S47J11, 51401S47014, 51401S48J11, 51401S48014
Honda Stepwgn, RF1, RF2, RF3";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4H-70032 (660) задняя RF3/4";2;1 850,00;"C4H-70032";"52441S7TJ11, 52441S7TJ13, 52441S7TJ01
Honda Stepwgn, RF3,RF4, RF6, RF8";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-60312 (708) задняя Primera 11";2;2 270,00;"C4N-60312";"550204J810, 550206J301
Nissan Primera Camino, WHNP11";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-18662 (735) задняя ZZE124/ZZT245 4WD";2;1 450,00;"C4T-18662";"482313H250, 482313H310, 482313H270, 482313H190
Toyota Allex, NZE124, ZZE124
Toyota Allion, ZRT265, ZZT245
Toyota Corolla Axio, ZZE122
Toyota Corolla Fielder, NZE124, NZE124G, ZZE124, ZZE124G
Toyota Corolla Runx, NZE124, ZZE124
Toyota Corolla, CDE120, NDE120, ZZE120, ZZE120L, ZZE121, ZZE121L, ZZE122, ZZE123, ZZE123L
Toyota Premio, ZRT265, ZZT245";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-03001 (692) передняя Sanny B13/B14";2;1 640,00;"C4N-03001";"5401052Y02LH, 5401054Y01, 5401052Y05, 5401052Y01, 5401060R03LH, 5401052Y03, 54010F4102, 5401060R13LH, 5401052Y04, 5401050Y06, 540103M008, 5401052Y01RH, 540100M000LH, 5401060R04, 5401052Y02, 5401072E02, 5401052Y03RH, 5401060Y13, 5401050Y04, 5401060Y04, 54010F4102RH, 540100M001, 5401054Y04, 5401062Y03, 540103M009, 5401050Y06RH, 5401060Y02, 54010F4101, 540100M002, 5401052Y06, 540100M003, 5401050Y04RH, 5401054Y02, 5401054Y03, 540100M000, 5401050Y05RH, 5401060R04RH, 5401052Y02RH, 5401050Y05, 5401054Y02RH, 
Nissan 100NX, B13
Nissan AD, VENY10, VEY10, VFNY10, VSNY10, WFNY10, Y10
Nissan Almera, N15
Nissan Lucino, B14, EB14, FB14, FNB14, HB14, SB14, SNB14
Nissan NX-Coupe, B13
Nissan Presea, HR10, HR11, PR10, PR11, R10, R11
Nissan Pulsar, EN14, EN15, FN14, FN15, FNN14, FNN15, HN14, HN15, N14, N15, RNN14, SN14, SN15
5401052Y00, 540103M009LH, 5401050Y04LH, 54010F4103, 5401060R03, 54010F4101LH, 540103M009RH, 5401072E02LH, 5401060R13, 5401052Y01LH, 5401050Y03LH, 540100M001LH, 5401052Y00LH, 5401060Y0";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-11102 (920) задняя Y11/EP/FP/FW";2;3 600,00;"C4N-11102";"B25D28011,55020WD102, 55020WD302, 55020WD101, 55020WA002, 55020WD500, 55020WD300, 55020WD400, 55020WE500, 55020WA601, 55020WE100, 55020WD100, 55020WD200, 55020WA600, 55020WD301, 55020WE400, 550201A101, 55020WD010, 55020WD000, 55020WD001, 55020WA602, 55020WA003
Nissan AD, VENY11, VEY11, VFY11, VGY11, VHNY11, VY11, WFY11, WHNY11, WHY11, WPY11, WRY11, Y11
Nissan Avenir, PW11, W11
Nissan Wingroad, VENY11, VEY11, VFY11, VGY11, VHNY11, VY11, WFY11, WHNY11, WHY11, WPY11, WRY11
Ford Laser, BJ3PF, BJ5PF, BJ5WF, BJ8WF, BJEPF
Mazda Familia, BJ3P, BJ5P, BJ5W, BJ8W, BJEP, BJFP, BJFW, YR46U15, YR46U35, ZR16U65, ZR16U85, ZR16UX5
Mazda Training Car, BJ5P";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-21142 (741) задняя GX90/100";2;1 910,00;"C4T-21142";"482312A410, 482312A370
Toyota Chaser, JZX100, LX100
Toyota Cresta, JZX100, LX100
Toyota Mark II, JZX100, LX100";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-52021 (1192) передняя N30/U30/W11";2;2 930,00;"C4N-52021";"540105V002, 540106V000, 540105V001, 540100A970
Nissan R'nessa, N30, NN30, PNN30";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4H-12022 (645) задняя GD1-3";2;1 730,00;"C4H-12022";"52441SABJ02, 52441SABJ11
Honda Fit, GD4, GD2
Honda Jazz";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-35402 (1185) задняя  WFY11";2;1 680,00;"C4N-35402";"55020WE410, 55020WE400
Nissan AD, VEY11, VFY11, VY11, WFY11
Nissan Wingroad, VEY11, VFY11, VY11, WFY1";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4H-09021 (669) передняя Honda Orthia EL1-3";2;2 280,00;"C4H-09021";"51401S09J02, 51401S06004, 51401S09014, 51401S09J11
Honda Orthia, EL1, EL2, EL3
Honda CR-V, RD1, RD2";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-11482 (977) задняя AE95";2;1 650,00;"C4T-11482";"4823113010, 482311A590, 482311A360, 482311A840
Toyota Sprinter Carib, AE95, AE95G
Toyota Sprinter, AE95";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-15282 (729) задняя AE100";2;1 710,00;"C4T-15282";"482311E820, 482311E700
Toyota Corolla, AE101, AE101G, AE102, AE103, AE104, AE104G, AE109V, AE110, AE111, AE112, AE114, AE115, CDE110, CE100G, CE101G, CE102G, CE104, CE105V, CE106V, CE107V, CE108G, CE109V, CE110, CE113, CE114, EE100, EE101, EE102V, EE103V, EE104G, EE105, EE106V, EE107V, EE108G, EE110, EE111, WZE110, ZZE110, ZZE111, ZZE112, СE110
Toyota Sprinter Carib, AE111G, AE114G, AE115G
Toyota Sprinter, AE100, AE101, AE102, AE104, AE109, AE110, AE111, AE114, CE100, CE102G, CE104, CE105, CE106, CE107, CE108G, CE109, CE110, CE113, CE114, EE101, EE102, EE103, EE104G, EE106, EE107, EE108G, EE111";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-48821 (781) передняя ACU30/GSU30/MCU35";2;2 670,00;"C4T-48821";"4813148260, 4813148330, 4813148280, 4813148250, 4813148350, 4813148320, 4813148340, 4813148270
Toyota Harrier, ACU30, ACU30W, ACU35, ACU35W, GSU30, GSU30W, GSU35, GSU35W, MCU30, MCU30W, MCU35, MCU35W
Toyota Kluger V";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-15112  задняя AE104/AE100/AE114";2;1 610,00;"C4T-15112";"482311E110,482311E090, 482311E250, 482311E260, 482311E580, 482311E250H
Toyota Corolla, AE104, AE104G, CE104
Toyota Sprinter, AE104, CE104";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-03622 (699) задняя N15";2;1 450,00;"C4N-03622";"550200M711, 550200M612, 550200M611, 550200M012, 550200M011, 550200M010, 550200M712
Nissan Almera, N15
Nissan Lucino, B14, EB14, FB14, FNB14, HB14, SB14, SNB14
Nissan Presea, HR11, PR11, R11
Nissan Pulsar, EN15, FN15, HN15, N15, SN15
Nissan Sentra, B14
Nissan Sunny, B14, EB14, FB14, FNB14, HB14, SB14, SNB14";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4M-22662 задняя PD8W ";2;3 390,00;"C4M-22662";"MR112264, MR112263, MR112265, MR112266, MR112829, MR112262
Mitsubishi Delica, PA4W, PA5W, PB4W, PB5W, PB6W, PD4W, PD6W, PD8W, PE8W, PF6W, PF8W
Mitsubishi Space Gear";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-38122 (764) задняя SV43";2;2 400,00;"C4T-38122";"482313H111, 482313H210, 482313H220, 482313H120
Toyota Camry, CV43, SV43
Toyota Vista, CV43, SV43";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-23781 (749) передняя AT190";2;1 380,00;"C4T-23781";"481312M850, 4813105030, 481312M870
Toyota Avensis, AT220, AT220L, AT221
Toyota Carina E, AT190, AT190L
Toyota Carina, AT190, AT192
Toyota Corona, AT190, ST191";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-14011 передняя K11";2;1 450,00;"C4N-14011";"5401041B11, 54010AN013, 54010AN011LH, 5401041B04, 54010AN4LH, 5401041B05, 54010AN022, 54010AN314, 54010AN014, 54010AN7RH, 54010413RH, 5401041B01LH, 54010AN020, 54010AN014RH, 5401041B06, 5401041B12, 54010AN017, 54010416LH, 5401041B11RH, 5401041B14RH, 54010AN021RH, 5401041B01, 54010AN312, 54010AN012, 54010AN011, 54010AN021, 54010AN322, 54010414RH, 5401041B14, 54010AN4RH, 54010415LH, 54010AN020LH, 5401041B13, 5401041B06LH
Nissan March Box, WAK11, WK11
Nissan March, AK11, ANK11, HK11, K11";"OBK";"C4T-20341.jpg"
"Пружина задней подвески SV50/NZE124 универсал 48231-3H270";2;2 360,00;"48231-3H270";;"HOYE";"C4T-20341.jpg"
"Пружина передней подвески RA1/CB/CD/ RAFAGA CE 51041-SM4-Y11";2;2 550,00;"51401-SX0-003";;"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-60302 (1196) задняя HU14";2;1 520,00;"C4N-60302";"5502090J23, 5502090J22, 5502050J23
Nissan Bluebird, HNU14, HU14
Nissan Primera Camino, HNP11
Nissan Primera, HNP11, P11";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-62101H (876) передняя KDJ90/185";2;4 050,00;"C4T-62101H";"481316B010, 481316B020, 481316B050, 481316B030
Toyota Land Cruiser Prado, KDJ90, KDJ90W, KDJ95, KDJ95W, KZJ90, KZJ90W, KZJ95, KZJ95W, LJ95, RZJ95, RZJ95W, VZJ95, VZJ95W
Toyota Land Cruiser, KDJ95, KZJ95, LJ95, RZJ95, VZJ95";"OBK";"C4H-41012H.jpg"
"Пружина  OBK C4H-39022 (913) задняя RA7";2;3 180,00;"C4H-39022";"52441S3SJ02, 52441S3PJ02
Honda Odyssey, RA7, RA9";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-23221 (1231) передняя GX105/GX90/GX100";2;2 810,00;"C4T-23221";"481312C220
Toyota Chaser, GX105
Toyota Cresta, GX105
Toyota Mark II, GX105";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-13211 (1215) передняя ZZE124/NZE";2;1 920,00;"C4T-13211";"4813113120
Toyota Corolla Axio, CE120
Toyota Corolla Spacio, ZZE124, ZZE124N
Toyota Corolla, CE120
Toyota Wish, ANE11, ANE11W
Toyota Allex, NZE121, NZE124, ZZE122, ZZE123, ZZE124
Toyota Allion, AZT240, NZT240, NZT260, ZRT260, ZRT261, ZRT265, ZZT240, ZZT245
Toyota Avensis, AZT250, AZT250L, AZT250W, ZZT250, ZZT251, ZZT251L
Toyota Corolla Axio, CE120, NZE120, NZE121, ZZE121, ZZE122
Toyota Corolla Fielder, CE121, CE121G, NZE120, NZE121, NZE121G, NZE124, NZE124G, ZZE122, ZZE122G, ZZE123, ZZE123G, ZZE124, ZZE124G
Toyota Corolla Runx, NZE121, NZE124, ZZE122, ZZE123, ZZE124
Toyota Corolla Spacio, ZZE124, ZZE124N
Toyota Corolla, CE120, NDE120, NZE120, NZE121, ZZE120, ZZE120L, ZZE121, ZZE121L, ZZE122, ZZE123, ZZE123L
Toyota Premio, AZT240, NZT240, NZT260, ZRT260, ZRT261, ZRT265, ZZT240, ZZT245
Toyota Prius, NHW20
Toyota WiLL VS, NZE127, ZZE128, ZZE129
Toyota Wish, ANE10, ANE10G, ANE11, ANE11W, ANE12, ZNE10, ZNE10G, ZNE14, ZNE14G";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-18912H (1294) задняя AE104";2;2 490,00;"C4T-18912H";"482311H190
Toyota Corolla, AE104, AE104G
Toyota Sprinter Carib, AE114, AE114G, AE115, AE115G";"OBK";"C4H-41012H.jpg"
"Пружина  OBK C4T-38661 (1044) передняя SV50";2;2 400,00;"C4T-38661";"481313H660, 481313H690, 481313H640
Toyota Vista Ardeo, AZV50, AZV50G, SV50, SV50G
Toyota Vista, AZV50, SV50";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-34142 (962) задняя WHY11";2;1 860,00;"C4N-34142";"55020WD102, 55020WD302, 55020WD101, 55020WA002, 55020WD500, 55020WD300, 55020WD400, 55020WE500, 55020WA601, 55020WE100, 55020WD100, 55020WD200, 55020WA600, 55020WD301, 55020WE400, 550201A101, 55020WD010, 55020WD000, 55020WD001, 55020WA602, 55020WA003
Nissan AD, WHNY11, WHY11
Nissan Wingroad, WHNY11, WHY11";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-23311 (745) передняя JZX100/GX90/GX100";2;2 180,00;"C4T-23311";"481312C200, 481312C170, 481312C130
Toyota Chaser, JZX100
Toyota Cresta, JZX100
Toyota Mark II, JZX100
Toyota Mark II, GX100, GX105, JZX101, JZX105, LX100";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-03301 (1206) передняя ACV30";2;2 060,00;"C4T-03301";"481313T301, 481313T302
Toyota Camry, ACV30, ACV30L
Toyota Camry, ACV31, ACV40, ACV45, AHV40, ASV40, GSV40, MCV30, MCV30L";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-15322 (1472) задняя AE100";2;2 040,00;"C4T-15322";"482311E580, 482311E250
Toyota Corolla, AE100, CE100
Toyota Sprinter, CE100
Toyota Corolla Ceres, AE100, AE101
Toyota Corolla Levin, AE100, AE101
Toyota Corolla, AE100G, AE101, AE101G, AE102, CE100G, EE100, EE101
Toyota Sprinter Marino, AE100, AE101
Toyota Sprinter Trueno, AE100, AE101
Toyota Sprinter, AE100, AE101, EE101";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-34552 (923) задняя VGY11";2;1 220,00;"C4N-34552";"55020WD102, 55020WD302, 55020WD101, 55020WA002, 55020WD500, 55020WD300, 55020WD400, 55020WE500, 55020WA601, 55020WE100, 55020WD100, 55020WD200, 55020WA600, 55020WD301, 55020WE400, 550201A101, 55020WD010, 55020WD000, 55020WD001, 55020WA602, 55020WA003";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-26902H (1636) задняя LH107";2;2 550,00;"C4T-26902H";"4823126050
Toyota Hiace, LH107, LH107G, LH107W
Toyota Regius Ace, LH107";"OBK";"C4H-41012H.jpg"
"Пружина  OBK C4T-23371H (836) передняя AT190 ";2;2 280,00;"C4T-23371H";"481312P620, 481312S210, 481312M730, 481312P290, 481312M720, 481312S350, 481312P280, 4813105300, 481312M710, 481312S850, 481312S250
Toyota Caldina, CT190, CT190G, ET196, ET196V, ST190, ST190G, ST191, ST191G, ST195, ST195G
Toyota Carina E, AT190, AT190L, AT191, AT191L, CT190, CT190L, ST191, ST191L
Toyota Carina, AT190, AT191, AT192, CT190, ST190
Toyota Corona, AT190, CT190, CT195, ST190, ST191, ST195";"OBK";"C4H-41012H.jpg"
"Пружина  OBK C4T-28671 (1017) передняя ACR40";2;2 120,00;"C4T-28671";"4813128761, 4813128740, 4813128840, 4813128760
Toyota Estima, ACR40, ACR40W
Toyota Estima, ACR30W, AHR10W, MCR30W, MCR40W";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-28181 (1240) передняя AZR65";2;2 370,00;"C4T-28181";"4813128A30, 4813128810
Toyota Noah, AZR65, AZR65G
Toyota Town Ace
Toyota Voxy, AZR65, AZR65G
Toyota Town Ace, S402M, S412M";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-14012 (1159) задняя K12 ";2;1 740,00;"C4N-14012";"55020AX601, 55020AX001, 55020CT40B, 55020AX002
Nissan March, AK12, BK12, K12, YK12";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4H-51111 (917) передняя ES1/EU";2;2 270,00;"C4H-51111";"51401S5AA61, 51401S5AN24, 51401S5AN14, 51401S5AN62, 51401S5AA51, 51401S5AN82, 51401S5AN13, 51401S5AN83, 51401S5AN23
Honda Civic Ferio, ES1, ES3
Honda Civic, EN2
Honda Civic, EM2, EN2, EP, EP1, EP2, EP4, ES, ES1, ES4, ES5, ES9, ESL, ESR, ESS, EST, EU, EU1, EU2, EU3, EU4, EU5, EU6, EU7, EU8, EU9, EV1";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4H-41031H (900) передняя RA1";2;2 100,00;"C4H-41031H";"51401SX0J01, 51401SX1003, 51401SX1J01, 51401SX0A01, 51401SX0003
Honda Odyssey, RA1, RA2, RA3, RA4
Honda Shuttle";"OBK";"C4H-41012H.jpg"
"Пружина  OBK C4H-91931H (1126) передняя RD5 ";2;3 000,00;"C4H-91931H";"51401S9A903, 51401S9A904, 51401S9A305, 51401S9AJ01, 51401S9AJ02, 51401S9A306, 51401S9A024, C4H91931, 51401S9A034
Honda CR-V, RD4, RD5, RD6, RD7,RD8, RD9";"OBK";"C4H-41012H.jpg"
"Пружина  OBK C4T-11831 (113) передняя AE101/AE100";2;1 440,00;"C4T-11831";"481311K380, 481311K540, 4813102330, 4813102320, 481311K530
Toyota Corolla Ceres, AE101
Toyota Corolla Levin, AE101
Toyota Corolla, AE101, AE102, CE100, EE100, EE101
Toyota Sprinter Marino, AE101
Toyota Sprinter Trueno, AE101
Toyota Sprinter, EE101";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-31522 (1174) задняя VNW11";2;1 670,00;"C4N-31522";"55020WA501, 55020WA502, 55020WA500
Nissan Expert, VENW11, VNW11";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-18632 (734) задняя AE101/AE100/AE111";2;1 850,00;"C4T-18632";"4823113060, 4823113080, 4823113070
Toyota Corolla Spacio, AE111, AE111N, AE115, AE115N";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4H-34942 (112) задняя CB1";2;1 350,00;"C4H-34942";"52441SM4914, 52441SM4913, 52441SM4013, 52441SM4014, 52441SM4962
Honda Accord, CB1, CB2, CB3, CB4, CD3, CD4, CD5
Honda Ascot, CB1, CB2, CB3, CB4";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-12192H (1212) задняя AZT241";2;1 800,00;"C4T-12192H";"4823105310, 4823121180, 4823105371, 4823121190, 4823105311, 4823105370
Toyota Caldina, AZT241, AZT241W, ZZT241, ZZT241W";"OBK";"C4H-41012H.jpg"
"Пружина  OBK C4T-33632 (1245) задняя SXV20/SV40/ACV30";2;2 880,00;"C4T-33632";"4823133620, 4823133470, 4823133360
Toyota Camry Gracia, MCV21, MCV21W, SXV20, SXV20W
Toyota Mark II Wagon Qualis, MCV20, MCV20W, MCV21, MCV21W, SXV20, SXV20W
Toyota Mark II, MCV20, MCV21, SXV20
Toyota Van
Toyota Camry Gracia, MCV25, MCV25W, SXV25, SXV25W
Toyota Camry, ACV45, MCV10, MCV20, SXV10, SXV11, SXV20
Toyota Mark II Wagon Qualis, MCV25, MCV25W, SXV25, SXV25W
Toyota Mark II, MCV25, SXV25";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-23511 (748) передняя GX100/GX90/GX110";2;2 270,00;"C4T-23511";"481312C210, 481312C150
Toyota Chaser, GX100, SX100
Toyota Cresta, GX100
Toyota Mark II, GX100";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4N-70012 (715) задняя WP11";2;1 700,00;"C4N-70012";"550200A510, 550207J000, 550207J010, 550204J520, 550204J521, 550207J001
Nissan Primera Camino, WHP11, WP11, WQP11
Nissan Primera, WHP11
Nissan Primera, QP12, RP12, TNP12, TP12, WRP12, WTNP12, WTP12";"OBK";"C4T-20341.jpg"
"Пружина задней подвески  RN1/3 52441-S7C-N04";2;2 200,00;"52441-S7C-N04";;"OBK";"C4T-20341.jpg"
"Пружина  задней подвески  NCP90 48231-52A00";2;2 100,00;"48231-52A00";;"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-27322 (755) задняя  ST170/190 48231-2G230";2;1 950,00;"C4T-27322";"482312G210, 482312D890, 482312D210, 482312B201, 4823120860, C4T27322, 482312D190, 482312G230, 482312G100, 482312G220, 482311E710
Toyota Caldina, CT190, CT190G, ST190, ST190G, ST191, ST191G
Toyota Carina E, AT190, AT190L, AT191, AT191L, CT190, CT190L, ST191, ST191L
Toyota Carina, CT195, CT215, CT216, ST195, ST215
Toyota Corona Premio, AT211, CT216, ST210, ST215
Toyota Corona, AT190, AT211, CT190, CT195, CT215, CT216, ST190, ST191, ST195, ST210, ST215";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-32282 (1031) задняя  CAMRY/VISTA 30 48231-3H040";2;2 200,00;"C4T-32282";"4823132820, 482313H040, 4823132700
Toyota Camry, SV30, SV32
Toyota Vista, SV30, SV32
Toyota Camry, SV40, SV43
Toyota Vista, SV40, SV43";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-33542 (1036) задняя  CAMRY GRACIA SXV25 48231-33370";2;2 280,00;"C4T-33542";"4923133370, 4823133450, 4823133370
Toyota Camry Gracia, SXV25, SXV25W
Toyota Camry Gracia, MCV21, MCV25, SXV20";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-33562 (1488) задняя  GCV40/ACV40 48231-33651";2;2 750,00;"C4T-33562";"4823133650, 4823133651
Toyota Camry, ACV40, ASV40, GSV40";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-33632 (1245) задняя  CAMRY GRACIA SXV25 48231-33470";2;2 880,00;"C4T-33632";"4823133620, 4823133470, 4823133360
Toyota Camry Gracia, MCV25, MCV25W, SXV25, SXV25W
Toyota Mark II Wagon Qualis, MCV25, MCV25W, SXV25, SXV25W
Toyota Mark II, MCV25, SXV25
Toyota Van";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-38122 (764) задняя  CAMRY/VISTA 43 4WD 48231-3H220";2;2 400,00;"C4T-38122";"482313H111, 482313H210, 482313H220, 482313H120
Toyota Camry, CV43, SV43
Toyota Vista, CV43, SV43";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-38132 задняя SV55 48231-3H250  38132 (939)";2;;"38132 (939)";;"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-38622 (1042) задняя  SV/ZZV50 48231-3H260";2;1 740,00;"C4T-38622";"482313H320, 482313H280, 482313H260
Toyota Vista Ardeo, AZV50, AZV50G, SV50, SV50G, ZZV50, ZZV50G
Toyota Vista, AZV50, SV50, ZZV50";"OBK";"C4T-20341.jpg"
"Пружина  OBK C4T-42102  задняя  SXA10/11/15 48231-42011  42102 (770)";2;;"42102 (770)";;"OBK";"C4T-20341.jpg"
"Пружины  OBK C4T-38261 передняя  SV55 48131-3H620  38261 (766)";2;;"C4T-38261";;"OBK";"C4T-20341.jpg"
